COLLEGE_ID,COLLEGE_NAME,CITY,STATE,COUNTRY,OWNERSHIP,TIER,CATEGORY,ESTABLISHED_DATE,STATUS
CL0047,College_47,Hyderabad,KA,India,Private,Tier1,Management,31-12-1999,Active
CL0048,College_48,Bangalore,KA,India,Government,Tier3,Engineering,31-12-1999,Active
CL0049,College_49,Mumbai,TS,India,Government,Tier1,Management,31-12-1999,Active
CL0050,College_50,Delhi,KA,India,Private,Tier1,Engineering,31-12-1999,Active
CL0051,College_51,Bangalore,DL,India,Private,Tier3,Management,31-12-1999,Active
CL0052,College_52,Delhi,TS,India,Government,Tier1,Engineering,31-12-1999,Active
CL0053,College_53,Delhi,TN,India,Government,Tier3,Engineering,31-12-1999,Active
CL0054,College_54,Chennai,DL,India,Government,Tier1,Engineering,31-12-1999,Active
CL0055,College_55,Hyderabad,TN,India,Private,Tier3,Engineering,31-12-1999,Active
CL0056,College_56,Delhi,TN,India,Government,Tier1,Management,31-12-1999,Active
CL0057,College_57,Delhi,KA,India,Private,Tier2,Management,31-12-1999,Active
CL0058,College_58,Hyderabad,TN,India,Government,Tier1,Engineering,31-12-1999,Active
CL0059,College_59,Hyderabad,KA,India,Government,Tier3,Management,31-12-1999,Active
CL0060,College_60,Delhi,TN,India,Government,Tier1,Engineering,31-12-1999,Active
CL0061,College_61,Bangalore,TS,India,Government,Tier1,Engineering,31-12-1999,Active
CL0062,College_62,Delhi,KA,India,Private,Tier3,Management,31-12-1999,Active
CL0063,College_63,Hyderabad,TN,India,Government,Tier3,Management,31-12-1999,Active
CL0064,College_64,Chennai,MH,India,Private,Tier2,Engineering,31-12-1999,Active
CL0065,College_65,Mumbai,TS,India,Private,Tier2,Engineering,31-12-1999,Active
CL0066,College_66,Chennai,KA,India,Government,Tier2,Engineering,31-12-1999,Active
CL0067,College_67,Mumbai,TN,India,Government,Tier1,Engineering,31-12-1999,Active
CL0068,College_68,Hyderabad,TN,India,Private,Tier3,Engineering,31-12-1999,Active
CL0069,College_69,Delhi,KA,India,Government,Tier1,Engineering,31-12-1999,Active
CL0070,College_70,Hyderabad,MH,India,Government,Tier2,Engineering,31-12-1999,Active
CL0071,College_71,Delhi,TS,India,Government,Tier3,Management,31-12-1999,Active
CL0072,College_72,Bangalore,TS,India,Private,Tier1,Management,31-12-1999,Active
CL0073,College_73,Bangalore,TN,India,Private,Tier1,Management,31-12-1999,Active
CL0074,College_74,Mumbai,KA,India,Private,Tier3,Management,31-12-1999,Active
CL0075,College_75,Hyderabad,KA,India,Private,Tier3,Management,31-12-1999,Active
CL0076,College_76,Mumbai,TN,India,Government,Tier3,Management,31-12-1999,Active
CL0077,College_77,Mumbai,TS,India,Private,Tier3,Management,31-12-1999,Active
CL0078,College_78,Mumbai,MH,India,Private,Tier3,Management,31-12-1999,Active
CL0079,College_79,Bangalore,KA,India,Government,Tier3,Engineering,31-12-1999,Active
CL0080,College_80,Bangalore,DL,India,Private,Tier2,Management,31-12-1999,Active
CL0081,College_81,Mumbai,TS,India,Private,Tier3,Management,31-12-1999,Active
CL0082,College_82,Delhi,TS,India,Private,Tier1,Engineering,31-12-1999,Active
CL0083,College_83,Hyderabad,MH,India,Government,Tier3,Management,31-12-1999,Active
CL0084,College_84,Bangalore,KA,India,Government,Tier3,Engineering,31-12-1999,Active
CL0085,College_85,Mumbai,MH,India,Government,Tier2,Engineering,31-12-1999,Active
CL0086,College_86,Mumbai,DL,India,Government,Tier1,Engineering,31-12-1999,Active
CL0087,College_87,Chennai,MH,India,Government,Tier1,Management,31-12-1999,Active
CL0088,College_88,Mumbai,DL,India,Private,Tier2,Management,31-12-1999,Active
CL0089,College_89,Bangalore,MH,India,Private,Tier1,Management,31-12-1999,Active
CL0090,College_90,Delhi,TS,India,Private,Tier1,Management,31-12-1999,Active
CL0091,College_91,Mumbai,KA,India,Government,Tier1,Management,31-12-1999,Active
CL0092,College_92,Hyderabad,KA,India,Private,Tier2,Engineering,31-12-1999,Active
CL0093,College_93,Mumbai,TN,India,Private,Tier3,Engineering,31-12-1999,Active
CL0094,College_94,Chennai,TS,India,Government,Tier1,Management,31-12-1999,Active
CL0095,College_95,Chennai,TS,India,Government,Tier1,Management,31-12-1999,Active
CL0096,College_96,Delhi,DL,India,Government,Tier2,Engineering,31-12-1999,Active
CL0097,College_97,Chennai,DL,India,Private,Tier3,Engineering,31-12-1999,Active
CL0098,College_98,Chennai,KA,India,Private,Tier2,Engineering,31-12-1999,Active
CL0099,College_99,Hyderabad,TN,India,Private,Tier1,Engineering,31-12-1999,Active
CL0100,College_100,Bangalore,DL,India,Private,Tier1,Engineering,31-12-1999,Active
CL0101,College_101,Chennai,DL,India,Government,Tier1,Engineering,31-12-1999,Active
CL0102,College_102,Chennai,TN,India,Government,Tier3,Engineering,31-12-1999,Active
CL0103,College_103,Chennai,DL,India,Private,Tier3,Management,31-12-1999,Active
CL0104,College_104,Mumbai,TN,India,Private,Tier1,Management,31-12-1999,Active
CL0105,College_105,Hyderabad,MH,India,Government,Tier2,Management,31-12-1999,Active
CL0106,College_106,Chennai,KA,India,Private,Tier3,Management,31-12-1999,Active
CL0107,College_107,Bangalore,DL,India,Private,Tier2,Engineering,31-12-1999,Active
CL0108,College_108,Hyderabad,TS,India,Government,Tier2,Engineering,31-12-1999,Active
CL0109,College_109,Mumbai,TS,India,Government,Tier2,Management,31-12-1999,Active
CL0110,College_110,Delhi,MH,India,Private,Tier1,Engineering,31-12-1999,Active
CL0111,College_111,Mumbai,TS,India,Government,Tier1,Management,31-12-1999,Active
CL0112,College_112,Bangalore,MH,India,Private,Tier1,Engineering,31-12-1999,Active
CL0113,College_113,Chennai,KA,India,Private,Tier1,Management,31-12-1999,Active
CL0114,College_114,Mumbai,MH,India,Government,Tier1,Engineering,31-12-1999,Active
CL0115,College_115,Chennai,KA,India,Government,Tier1,Management,31-12-1999,Active
CL0116,College_116,Mumbai,TN,India,Government,Tier3,Management,31-12-1999,Active
CL0117,College_117,Mumbai,KA,India,Government,Tier1,Engineering,31-12-1999,Active
CL0118,College_118,Hyderabad,KA,India,Government,Tier1,Management,31-12-1999,Active
CL0119,College_119,Hyderabad,MH,India,Private,Tier3,Management,31-12-1999,Active
CL0120,College_120,Mumbai,TS,India,Government,Tier3,Engineering,31-12-1999,Active
CL0121,College_121,Hyderabad,DL,India,Private,Tier2,Management,31-12-1999,Active
CL0122,College_122,Hyderabad,KA,India,Government,Tier3,Engineering,31-12-1999,Active
CL0123,College_123,Hyderabad,TN,India,Government,Tier1,Management,31-12-1999,Active
CL0124,College_124,Mumbai,TN,India,Government,Tier3,Engineering,31-12-1999,Active
CL0125,College_125,Hyderabad,MH,India,Private,Tier3,Engineering,31-12-1999,Active
CL0126,College_126,Delhi,DL,India,Private,Tier1,Engineering,31-12-1999,Active
CL0127,College_127,Delhi,TN,India,Private,Tier1,Engineering,31-12-1999,Active
CL0128,College_128,Mumbai,DL,India,Government,Tier2,Engineering,31-12-1999,Active
CL0129,College_129,Delhi,TS,India,Government,Tier3,Management,31-12-1999,Active
CL0130,College_130,Delhi,DL,India,Private,Tier3,Management,31-12-1999,Active
CL0131,College_131,Hyderabad,MH,India,Government,Tier3,Engineering,31-12-1999,Active
CL0132,College_132,Delhi,TS,India,Private,Tier3,Management,31-12-1999,Active
CL0133,College_133,Bangalore,TN,India,Government,Tier1,Engineering,31-12-1999,Active
CL0134,College_134,Chennai,KA,India,Private,Tier2,Management,31-12-1999,Active
CL0135,College_135,Delhi,TS,India,Government,Tier2,Engineering,31-12-1999,Active
CL0136,College_136,Chennai,TS,India,Government,Tier3,Management,31-12-1999,Active
CL0137,College_137,Mumbai,TS,India,Private,Tier1,Engineering,31-12-1999,Active
CL0138,College_138,Bangalore,DL,India,Private,Tier3,Management,31-12-1999,Active
CL0139,College_139,Chennai,DL,India,Government,Tier1,Engineering,31-12-1999,Active
CL0140,College_140,Hyderabad,TN,India,Private,Tier3,Management,31-12-1999,Active
CL0141,College_141,Hyderabad,KA,India,Government,Tier2,Management,31-12-1999,Active
CL0142,College_142,Delhi,MH,India,Private,Tier3,Engineering,31-12-1999,Active
CL0143,College_143,Hyderabad,MH,India,Government,Tier2,Engineering,31-12-1999,Active
CL0144,College_144,Bangalore,TS,India,Government,Tier2,Engineering,31-12-1999,Active
CL0145,College_145,Bangalore,MH,India,Private,Tier2,Management,31-12-1999,Active
CL0146,College_146,Hyderabad,TS,India,Private,Tier3,Engineering,31-12-1999,Active
CL0147,College_147,Delhi,TN,India,Government,Tier2,Management,31-12-1999,Active
CL0148,College_148,Delhi,MH,India,Private,Tier2,Management,31-12-1999,Active
CL0149,College_149,Delhi,TS,India,Government,Tier2,Engineering,31-12-1999,Active
CL0150,College_150,Bangalore,TS,India,Government,Tier1,Engineering,31-12-1999,Active
CL0151,College_151,Chennai,DL,India,Private,Tier3,Engineering,31-12-1999,Active
CL0152,College_152,Mumbai,MH,India,Government,Tier3,Management,31-12-1999,Active
CL0153,College_153,Bangalore,TS,India,Private,Tier2,Management,31-12-1999,Active
CL0154,College_154,Mumbai,TN,India,Private,Tier3,Engineering,31-12-1999,Active
CL0155,College_155,Delhi,MH,India,Private,Tier3,Management,31-12-1999,Active
CL0156,College_156,Bangalore,DL,India,Private,Tier2,Management,31-12-1999,Active
CL0157,College_157,Chennai,DL,India,Private,Tier3,Management,31-12-1999,Active
CL0158,College_158,Chennai,KA,India,Private,Tier1,Engineering,31-12-1999,Active
CL0159,College_159,Bangalore,TN,India,Government,Tier1,Engineering,31-12-1999,Active
CL0160,College_160,Chennai,TN,India,Government,Tier3,Engineering,31-12-1999,Active
CL0161,College_161,Delhi,TS,India,Government,Tier3,Engineering,31-12-1999,Active
CL0162,College_162,Bangalore,DL,India,Private,Tier1,Engineering,31-12-1999,Active
CL0163,College_163,Chennai,DL,India,Private,Tier1,Management,31-12-1999,Active
CL0164,College_164,Bangalore,TS,India,Private,Tier3,Engineering,31-12-1999,Active
CL0165,College_165,Delhi,DL,India,Private,Tier3,Engineering,31-12-1999,Active
CL0166,College_166,Chennai,TS,India,Private,Tier2,Management,31-12-1999,Active
CL0167,College_167,Chennai,DL,India,Government,Tier3,Management,31-12-1999,Active
CL0168,College_168,Delhi,KA,India,Private,Tier2,Management,31-12-1999,Active
CL0169,College_169,Bangalore,TN,India,Private,Tier3,Management,31-12-1999,Active
CL0170,College_170,Chennai,TN,India,Private,Tier1,Management,31-12-1999,Active
CL0171,College_171,Bangalore,KA,India,Private,Tier2,Management,31-12-1999,Active
CL0172,College_172,Bangalore,MH,India,Private,Tier2,Engineering,31-12-1999,Active
CL0173,College_173,Chennai,TS,India,Government,Tier2,Engineering,31-12-1999,Active
CL0174,College_174,Mumbai,DL,India,Government,Tier2,Management,31-12-1999,Active
CL0175,College_175,Hyderabad,TN,India,Government,Tier3,Engineering,31-12-1999,Active
CL0176,College_176,Hyderabad,MH,India,Government,Tier2,Engineering,31-12-1999,Active
CL0177,College_177,Hyderabad,KA,India,Government,Tier2,Management,31-12-1999,Active
CL0178,College_178,Delhi,TS,India,Government,Tier2,Engineering,31-12-1999,Active
CL0179,College_179,Chennai,DL,India,Private,Tier3,Engineering,31-12-1999,Active
CL0180,College_180,Delhi,KA,India,Private,Tier3,Management,31-12-1999,Active
CL0181,College_181,Bangalore,TN,India,Government,Tier1,Engineering,31-12-1999,Active
CL0182,College_182,Bangalore,TN,India,Private,Tier2,Engineering,31-12-1999,Active
CL0183,College_183,Hyderabad,TN,India,Private,Tier1,Engineering,31-12-1999,Active
CL0184,College_184,Chennai,MH,India,Private,Tier3,Engineering,31-12-1999,Active
CL0185,College_185,Delhi,TN,India,Private,Tier3,Engineering,31-12-1999,Active
CL0186,College_186,Hyderabad,TS,India,Government,Tier3,Management,31-12-1999,Active
CL0187,College_187,Mumbai,DL,India,Private,Tier2,Engineering,31-12-1999,Active
CL0188,College_188,Delhi,TS,India,Government,Tier3,Management,31-12-1999,Active
CL0189,College_189,Bangalore,KA,India,Private,Tier1,Management,31-12-1999,Active
CL0190,College_190,Bangalore,KA,India,Government,Tier1,Management,31-12-1999,Active
CL0191,College_191,Mumbai,MH,India,Government,Tier2,Management,31-12-1999,Active
CL0192,College_192,Hyderabad,TN,India,Private,Tier1,Engineering,31-12-1999,Active
CL0193,College_193,Mumbai,KA,India,Private,Tier3,Engineering,31-12-1999,Active
CL0194,College_194,Delhi,TS,India,Private,Tier3,Management,31-12-1999,Active
CL0195,College_195,Mumbai,DL,India,Private,Tier2,Engineering,31-12-1999,Active
CL0196,College_196,Hyderabad,TS,India,Government,Tier3,Engineering,31-12-1999,Active
CL0197,College_197,Chennai,TN,India,Government,Tier3,Management,31-12-1999,Active
CL0198,College_198,Chennai,KA,India,Private,Tier2,Management,31-12-1999,Active
CL0199,College_199,Delhi,KA,India,Private,Tier3,Management,31-12-1999,Active
CL0200,College_200,Chennai,TS,India,Government,Tier2,Management,31-12-1999,Active
CL0201,College_201,Chennai,TN,India,Government,Tier1,Engineering,31-12-1999,Active
CL0202,College_202,Hyderabad,KA,India,Private,Tier3,Management,31-12-1999,Active
CL0203,College_203,Delhi,KA,India,Private,Tier3,Engineering,31-12-1999,Active
CL0204,College_204,Chennai,KA,India,Government,Tier2,Management,31-12-1999,Active
CL0205,College_205,Mumbai,MH,India,Private,Tier3,Management,31-12-1999,Active
CL0206,College_206,Mumbai,TN,India,Private,Tier2,Management,31-12-1999,Active
CL0207,College_207,Bangalore,MH,India,Private,Tier3,Engineering,31-12-1999,Active
CL0208,College_208,Delhi,KA,India,Private,Tier1,Engineering,31-12-1999,Active
CL0209,College_209,Hyderabad,DL,India,Government,Tier2,Management,31-12-1999,Active
CL0210,College_210,Chennai,DL,India,Private,Tier3,Management,31-12-1999,Active
CL0211,College_211,Chennai,MH,India,Government,Tier3,Engineering,31-12-1999,Active
CL0212,College_212,Mumbai,TS,India,Private,Tier1,Engineering,31-12-1999,Active
CL0213,College_213,Delhi,TN,India,Private,Tier2,Management,31-12-1999,Active
CL0214,College_214,Bangalore,TN,India,Private,Tier2,Engineering,31-12-1999,Active
CL0215,College_215,Chennai,DL,India,Private,Tier3,Management,31-12-1999,Active
CL0216,College_216,Delhi,TS,India,Government,Tier3,Management,31-12-1999,Active
CL0217,College_217,Mumbai,MH,India,Government,Tier3,Management,31-12-1999,Active
CL0218,College_218,Delhi,KA,India,Private,Tier1,Engineering,31-12-1999,Active
CL0219,College_219,Hyderabad,TS,India,Private,Tier2,Management,31-12-1999,Active
CL0220,College_220,Bangalore,KA,India,Government,Tier1,Management,31-12-1999,Active
CL0221,College_221,Hyderabad,KA,India,Private,Tier3,Engineering,31-12-1999,Active
CL0222,College_222,Chennai,KA,India,Government,Tier1,Engineering,31-12-1999,Active
CL0223,College_223,Hyderabad,TS,India,Government,Tier3,Engineering,31-12-1999,Active
CL0224,College_224,Mumbai,DL,India,Private,Tier3,Management,31-12-1999,Active
CL0225,College_225,Hyderabad,TS,India,Private,Tier2,Engineering,31-12-1999,Active
CL0226,College_226,Bangalore,MH,India,Private,Tier1,Management,31-12-1999,Active
CL0227,College_227,Chennai,KA,India,Government,Tier1,Engineering,31-12-1999,Active
CL0228,College_228,Chennai,DL,India,Private,Tier1,Engineering,31-12-1999,Active
CL0229,College_229,Mumbai,MH,India,Government,Tier1,Management,31-12-1999,Active
CL0230,College_230,Chennai,TS,India,Government,Tier3,Management,31-12-1999,Active
CL0231,College_231,Hyderabad,TN,India,Government,Tier1,Management,31-12-1999,Active
CL0232,College_232,Delhi,DL,India,Private,Tier1,Engineering,31-12-1999,Active
CL0233,College_233,Hyderabad,DL,India,Private,Tier1,Management,31-12-1999,Active
CL0234,College_234,Delhi,TS,India,Private,Tier2,Engineering,31-12-1999,Active
CL0235,College_235,Hyderabad,KA,India,Government,Tier1,Management,31-12-1999,Active
CL0236,College_236,Bangalore,TN,India,Private,Tier2,Management,31-12-1999,Active
CL0237,College_237,Bangalore,DL,India,Government,Tier2,Engineering,31-12-1999,Active
CL0238,College_238,Hyderabad,KA,India,Private,Tier3,Management,31-12-1999,Active
CL0239,College_239,Chennai,TN,India,Government,Tier2,Management,31-12-1999,Active
CL0240,College_240,Delhi,TS,India,Government,Tier1,Management,31-12-1999,Active
CL0241,College_241,Hyderabad,KA,India,Government,Tier1,Management,31-12-1999,Active
CL0242,College_242,Delhi,MH,India,Government,Tier2,Engineering,31-12-1999,Active
CL0243,College_243,Mumbai,MH,India,Private,Tier2,Engineering,31-12-1999,Active
CL0244,College_244,Bangalore,MH,India,Government,Tier2,Management,31-12-1999,Active
CL0245,College_245,Mumbai,TS,India,Private,Tier3,Engineering,31-12-1999,Active
CL0246,College_246,Mumbai,KA,India,Private,Tier3,Management,31-12-1999,Active
CL0247,College_247,Chennai,KA,India,Private,Tier2,Management,31-12-1999,Active
CL0248,College_248,Hyderabad,DL,India,Government,Tier1,Engineering,31-12-1999,Active
CL0249,College_249,Bangalore,MH,India,Government,Tier3,Management,31-12-1999,Active
CL0250,College_250,Hyderabad,MH,India,Government,Tier2,Engineering,31-12-1999,Active
CL0251,College_251,Bangalore,KA,India,Government,Tier3,Management,31-12-1999,Active
CL0252,College_252,Delhi,KA,India,Private,Tier3,Engineering,31-12-1999,Active
CL0253,College_253,Hyderabad,TN,India,Government,Tier3,Management,31-12-1999,Active
CL0254,College_254,Bangalore,MH,India,Private,Tier1,Engineering,31-12-1999,Active
CL0255,College_255,Bangalore,DL,India,Government,Tier1,Management,31-12-1999,Active
CL0256,College_256,Bangalore,KA,India,Private,Tier2,Management,31-12-1999,Active
CL0257,College_257,Delhi,TN,India,Government,Tier2,Management,31-12-1999,Active
CL0258,College_258,Bangalore,MH,India,Private,Tier3,Management,31-12-1999,Active
CL0259,College_259,Mumbai,MH,India,Private,Tier2,Engineering,31-12-1999,Active
CL0260,College_260,Delhi,DL,India,Government,Tier3,Management,31-12-1999,Active
CL0261,College_261,Mumbai,MH,India,Government,Tier3,Management,31-12-1999,Active
CL0262,College_262,Bangalore,TS,India,Government,Tier1,Management,31-12-1999,Active
CL0263,College_263,Chennai,TS,India,Private,Tier2,Engineering,31-12-1999,Active
CL0264,College_264,Bangalore,DL,India,Private,Tier2,Management,31-12-1999,Active
CL0265,College_265,Delhi,DL,India,Government,Tier1,Management,31-12-1999,Active
CL0266,College_266,Mumbai,TN,India,Private,Tier3,Engineering,31-12-1999,Active
CL0267,College_267,Bangalore,MH,India,Private,Tier2,Management,31-12-1999,Active
CL0268,College_268,Delhi,DL,India,Private,Tier3,Management,31-12-1999,Active
CL0269,College_269,Bangalore,KA,India,Government,Tier1,Management,31-12-1999,Active
CL0270,College_270,Bangalore,DL,India,Private,Tier3,Management,31-12-1999,Active
CL0271,College_271,Chennai,TS,India,Government,Tier2,Management,31-12-1999,Active
CL0272,College_272,Mumbai,TS,India,Government,Tier2,Management,31-12-1999,Active
CL0273,College_273,Hyderabad,KA,India,Government,Tier3,Engineering,31-12-1999,Active
CL0274,College_274,Chennai,TN,India,Government,Tier1,Management,31-12-1999,Active
CL0275,College_275,Chennai,TN,India,Private,Tier1,Engineering,31-12-1999,Active
CL0276,College_276,Chennai,DL,India,Government,Tier3,Management,31-12-1999,Active
CL0277,College_277,Delhi,KA,India,Government,Tier1,Management,31-12-1999,Active
CL0278,College_278,Hyderabad,KA,India,Government,Tier2,Management,31-12-1999,Active
CL0279,College_279,Bangalore,KA,India,Private,Tier3,Management,31-12-1999,Active
CL0280,College_280,Bangalore,DL,India,Government,Tier3,Engineering,31-12-1999,Active
CL0281,College_281,Bangalore,TN,India,Private,Tier3,Engineering,31-12-1999,Active
CL0282,College_282,Hyderabad,DL,India,Private,Tier1,Engineering,31-12-1999,Active
CL0283,College_283,Chennai,DL,India,Private,Tier3,Management,31-12-1999,Active
CL0284,College_284,Hyderabad,TS,India,Government,Tier2,Management,31-12-1999,Active
CL0285,College_285,Bangalore,DL,India,Private,Tier1,Management,31-12-1999,Active
CL0286,College_286,Hyderabad,TN,India,Government,Tier2,Management,31-12-1999,Active
CL0287,College_287,Delhi,TN,India,Government,Tier3,Management,31-12-1999,Active
CL0288,College_288,Chennai,TS,India,Government,Tier1,Engineering,31-12-1999,Active
CL0289,College_289,Bangalore,TN,India,Government,Tier3,Engineering,31-12-1999,Active
CL0290,College_290,Bangalore,KA,India,Private,Tier2,Management,31-12-1999,Active
CL0291,College_291,Bangalore,MH,India,Government,Tier3,Management,31-12-1999,Active
CL0292,College_292,Mumbai,TS,India,Government,Tier1,Engineering,31-12-1999,Active
CL0293,College_293,Mumbai,TS,India,Government,Tier1,Management,31-12-1999,Active
CL0294,College_294,Delhi,TN,India,Government,Tier2,Management,31-12-1999,Active
CL0295,College_295,Hyderabad,DL,India,Government,Tier3,Engineering,31-12-1999,Active
CL0296,College_296,Hyderabad,KA,India,Private,Tier3,Management,31-12-1999,Active
CL0297,College_297,Mumbai,TN,India,Government,Tier3,Engineering,31-12-1999,Active
CL0298,College_298,Bangalore,KA,India,Government,Tier1,Engineering,31-12-1999,Active
CL0299,College_299,Chennai,MH,India,Government,Tier1,Management,31-12-1999,Active
CL0300,College_300,Delhi,DL,India,Private,Tier3,Management,31-12-1999,Active
CL0301,College_301,Hyderabad,KA,India,Government,Tier1,Engineering,31-12-1999,Active
CL0302,College_302,Bangalore,TN,India,Government,Tier1,Engineering,31-12-1999,Active
CL0303,College_303,Hyderabad,MH,India,Government,Tier1,Management,31-12-1999,Active
CL0304,College_304,Mumbai,MH,India,Private,Tier1,Management,31-12-1999,Active
CL0305,College_305,Bangalore,KA,India,Government,Tier3,Engineering,31-12-1999,Active
CL0306,College_306,Hyderabad,TS,India,Government,Tier3,Engineering,31-12-1999,Active
CL0307,College_307,Bangalore,DL,India,Government,Tier3,Engineering,31-12-1999,Active
CL0308,College_308,Delhi,KA,India,Government,Tier3,Engineering,31-12-1999,Active
CL0309,College_309,Mumbai,DL,India,Government,Tier3,Management,31-12-1999,Active
CL0310,College_310,Mumbai,KA,India,Private,Tier2,Engineering,31-12-1999,Active
CL0311,College_311,Hyderabad,MH,India,Private,Tier3,Management,31-12-1999,Active
CL0312,College_312,Chennai,MH,India,Government,Tier1,Engineering,31-12-1999,Active
CL0313,College_313,Chennai,KA,India,Private,Tier1,Management,31-12-1999,Active
CL0314,College_314,Mumbai,TN,India,Private,Tier2,Engineering,31-12-1999,Active
CL0315,College_315,Mumbai,TS,India,Government,Tier3,Engineering,31-12-1999,Active
CL0316,College_316,Chennai,DL,India,Private,Tier2,Management,31-12-1999,Active
CL0317,College_317,Chennai,TN,India,Government,Tier2,Management,31-12-1999,Active
CL0318,College_318,Hyderabad,TS,India,Private,Tier1,Engineering,31-12-1999,Active
CL0319,College_319,Delhi,TS,India,Private,Tier1,Management,31-12-1999,Active
CL0320,College_320,Delhi,TS,India,Private,Tier2,Engineering,31-12-1999,Active
CL0321,College_321,Bangalore,MH,India,Government,Tier2,Engineering,31-12-1999,Active
CL0322,College_322,Chennai,KA,India,Private,Tier1,Management,31-12-1999,Active
CL0323,College_323,Mumbai,TN,India,Private,Tier2,Engineering,31-12-1999,Active
CL0324,College_324,Mumbai,MH,India,Government,Tier3,Management,31-12-1999,Active
CL0325,College_325,Chennai,DL,India,Private,Tier3,Management,31-12-1999,Active
CL0326,College_326,Delhi,TS,India,Private,Tier3,Management,31-12-1999,Active
CL0327,College_327,Mumbai,DL,India,Private,Tier3,Management,31-12-1999,Active
CL0328,College_328,Delhi,DL,India,Government,Tier1,Management,31-12-1999,Active
CL0329,College_329,Mumbai,TS,India,Private,Tier2,Engineering,31-12-1999,Active
CL0330,College_330,Delhi,MH,India,Government,Tier3,Engineering,31-12-1999,Active
CL0331,College_331,Hyderabad,TN,India,Government,Tier2,Management,31-12-1999,Active
