OFFER_ID,OFFER_LINE_ID,OFFER_DATE,EXPECTED_JOIN_DATE,STUDENT_ID,COMPANY_ID,COLLEGE_ID,ROLE_TITLE,OFFER_LEVEL,CTC_LPA,MONTHLY_STIPEND,JOB_CITY,HIRING_MODE,OFFER_STATUS,IS_JOINED,UPDATED_AT
OF000054,OL1,2022-06-01,2023-04-21,ST08386,CO6802,CL5689,Analyst,L3,,32236.0,Chennai,OffCampus,Offered,1,2022-02-07 00:00:00
OF000055,OL3,13-01-2020,2021-05-21,ST03177,CO2990,CL2311,Software Engineer,L1,,45528.0,Chennai,OnCampus,Joined,0,2020-03-08 00:00:00
OF000056,OL2,2018-03-11,2019-09-21,ST06886,CO8040,CL6014,Associate,L1,,34383.0,Bangalore,OnCampus,Accepted,1,2018-11-17 00:00:00
OF000057,OL1,2025-07-03,2026-04-25,ST09750,CO2678,CL8575,Software Engineer,L1,,40307.0,Bangalore,OnCampus,Offered,1,2025-12-05 00:00:00
OF000058,OL2,2023-10-11,2024-06-14,ST00000,CO9098,CL3680,Analyst,L1,,23513.0,Bangalore,OnCampus,Joined,0,2023-01-20 00:00:00
OF000059,OL2,2025-11-16,2026-11-17,ST01432,CO7958,CL4641,Analyst,L2,,37870.0,Mumbai,OffCampus,Offered,1,2025-09-11 00:00:00
OF000060,OL1,13-01-2020,2022-10-30,ST00997,CO2010,CL5662,Analyst,L1,,19063.0,Mumbai,OnCampus,Offered,0,2021-08-02 00:00:00
OF000061,OL3,2017-05-29,2018-06-22,ST06925,CO6018,CL9470,Software Engineer,L2,,17173.0,Chennai,OffCampus,Offered,1,2017-01-01 00:00:00
OF000062,OL2,2021-01-26,2022-06-25,ST09762,CO3005,CL2663,Analyst,L2,,16410.0,Bangalore,OffCampus,Accepted,1,2021-08-14 00:00:00
OF000063,OL1,2018-11-27,2019-04-03,ST01549,CO5074,CL3682,Software Engineer,L3,,20234.0,Bangalore,OnCampus,Offered,0,2018-11-01 00:00:00
OF000064,OL2,2023-03-09,2024-03-10,ST07605,CO1243,CL7946,Software Engineer,L1,,37454.0,Hyderabad,OnCampus,Offered,0,2023-03-15 00:00:00
OF000065,OL2,13-01-2020,2023-06-03,ST03248,CO4868,CL5133,Analyst,L2,,24610.0,Chennai,OffCampus,Joined,0,2022-03-28 00:00:00
OF000066,OL1,2019-04-26,2020-06-21,ST07301,CO8079,CL9865,Associate,L1,,26491.0,Bangalore,OnCampus,Accepted,0,2019-09-09 00:00:00
OF000067,OL3,2021-11-29,2022-08-02,ST03884,CO3322,CL1820,Software Engineer,L3,,27461.0,Hyderabad,OnCampus,Offered,1,2021-02-10 00:00:00
OF000068,OL1,2022-06-12,2023-09-23,ST06944,CO4776,CL1177,Associate,L2,,29661.0,Mumbai,OnCampus,Offered,1,2022-05-05 00:00:00
OF000069,OL2,2025-02-09,2026-10-09,ST00231,CO9982,CL6837,Software Engineer,L3,,47187.0,Hyderabad,OnCampus,Offered,1,2025-08-30 00:00:00
OF000070,OL3,13-01-2020,2022-07-27,ST09068,CO6133,CL6675,Associate,L1,,42414.0,Bangalore,OnCampus,Accepted,0,2021-01-15 00:00:00
OF000071,OL1,2025-10-09,2026-11-20,ST04697,CO0050,CL2828,Software Engineer,L2,,16569.0,Mumbai,OffCampus,Joined,0,2025-09-27 00:00:00
OF000072,OL3,2022-07-15,2023-11-26,ST09674,CO0904,CL6354,Software Engineer,L3,,10406.0,Bangalore,OffCampus,Joined,1,2022-09-04 00:00:00
OF000073,OL1,2017-10-23,2018-04-30,ST02491,CO4887,CL6710,Associate,L2,,41494.0,Bangalore,OnCampus,Joined,0,2017-03-17 00:00:00
OF000074,OL2,2021-12-15,2022-10-27,ST07653,CO4042,CL7028,Analyst,L2,,49690.0,Bangalore,OffCampus,Joined,1,2021-02-23 00:00:00
OF000075,OL1,13-01-2020,2019-07-15,ST05312,CO0220,CL8001,Software Engineer,L3,,41410.0,Chennai,OnCampus,Offered,1,2018-01-18 00:00:00
OF000076,OL2,2019-10-12,2020-02-27,ST08760,CO3486,CL7509,Software Engineer,L3,,44115.0,Hyderabad,OffCampus,Joined,0,2019-07-26 00:00:00
OF000077,OL2,2021-12-17,2022-05-01,ST02247,CO1634,CL2807,Associate,L3,,41843.0,Chennai,OnCampus,Accepted,0,2021-07-16 00:00:00
OF000078,OL1,2021-10-11,2022-11-14,ST03058,CO6800,CL5979,Software Engineer,L2,,16000.0,Bangalore,OffCampus,Offered,0,2021-12-22 00:00:00
OF000079,OL1,2021-06-03,2022-03-03,ST06496,CO9019,CL4689,Analyst,L2,,23425.0,Mumbai,OnCampus,Offered,0,2021-07-30 00:00:00
OF000080,OL2,13-01-2020,2024-11-10,ST05020,CO0177,CL7162,Associate,L2,,30126.0,Hyderabad,OnCampus,Offered,0,2023-04-12 00:00:00
OF000081,OL3,2021-08-18,2022-06-21,ST02851,CO2522,CL4014,Associate,L3,,34385.0,Mumbai,OnCampus,Accepted,0,2021-01-27 00:00:00
OF000082,OL2,2020-09-13,2021-03-01,ST08788,CO8115,CL0088,Analyst,L3,,26449.0,Chennai,OnCampus,Accepted,1,2020-02-17 00:00:00
OF000083,OL2,2021-06-20,2022-03-20,ST09430,CO8306,CL0159,Analyst,L1,,30242.0,Bangalore,OffCampus,Joined,0,2021-07-17 00:00:00
OF000084,OL2,2023-06-29,2024-03-30,ST00765,CO6031,CL3889,Analyst,L1,,16252.0,Hyderabad,OnCampus,Offered,0,2023-01-27 00:00:00
OF000085,OL3,13-01-2020,2019-09-09,ST08993,CO6956,CL3134,Associate,L2,,46312.0,Chennai,OffCampus,Joined,0,2018-12-05 00:00:00
OF000086,OL2,2017-03-29,2018-02-07,ST03399,CO8105,CL3570,Associate,L3,,28034.0,Chennai,OffCampus,Offered,0,2017-12-12 00:00:00
OF000087,OL2,2017-09-04,2018-01-26,ST00698,CO1374,CL5444,Software Engineer,L1,,29708.0,Chennai,OffCampus,Joined,0,2017-10-18 00:00:00
OF000088,OL3,2024-02-04,2025-04-13,ST02004,CO7634,CL5336,Associate,L3,,32563.0,Bangalore,OnCampus,Joined,0,2024-05-01 00:00:00
OF000089,OL2,2023-02-25,2024-09-20,ST02361,CO4571,CL1139,Analyst,L3,,36823.0,Mumbai,OnCampus,Accepted,1,2023-02-11 00:00:00
OF000090,OL1,13-01-2020,2026-02-07,ST00543,CO3044,CL8122,Analyst,L1,,49222.0,Bangalore,OnCampus,Joined,1,2025-01-10 00:00:00
OF000091,OL2,2019-05-21,2020-07-29,ST00672,CO1317,CL1478,Associate,L3,,47713.0,Bangalore,OnCampus,Offered,0,2019-06-20 00:00:00
OF000092,OL1,2024-03-05,2025-01-25,ST08511,CO6529,CL7238,Associate,L3,,33885.0,Hyderabad,OnCampus,Accepted,1,2024-02-02 00:00:00
OF000093,OL3,2022-05-06,2023-01-10,ST03163,CO6582,CL7644,Analyst,L1,,14685.0,Hyderabad,OnCampus,Accepted,0,2022-03-31 00:00:00
OF000094,OL2,2024-06-26,2025-10-10,ST03799,CO2067,CL8218,Associate,L3,,31934.0,Hyderabad,OffCampus,Accepted,0,2024-08-26 00:00:00
OF000095,OL3,13-01-2020,2019-09-24,ST09762,CO8386,CL5591,Analyst,L3,,47550.0,Mumbai,OffCampus,Offered,0,2018-07-18 00:00:00
OF000096,OL2,2022-08-06,2023-06-01,ST07924,CO8748,CL5998,Associate,L1,,13004.0,Hyderabad,OnCampus,Joined,1,2022-07-18 00:00:00
OF000097,OL1,2017-10-01,2018-02-04,ST01249,CO8854,CL7966,Associate,L2,,23871.0,Hyderabad,OnCampus,Joined,1,2017-01-10 00:00:00
OF000098,OL3,2025-11-15,2026-03-21,ST08251,CO7501,CL4835,Associate,L2,,27602.0,Hyderabad,OnCampus,Accepted,1,2025-11-02 00:00:00
OF000099,OL3,2020-07-24,2021-02-14,ST09342,CO4830,CL9814,Associate,L1,,26006.0,Chennai,OffCampus,Joined,1,2020-04-22 00:00:00
OF000100,OL1,13-01-2020,2017-04-17,ST09517,CO8148,CL8736,Analyst,L3,,10006.0,Hyderabad,OffCampus,Joined,1,2016-03-31 00:00:00
OF000101,OL1,2021-01-21,2022-08-18,ST08685,CO1077,CL5739,Associate,L2,,42576.0,Bangalore,OffCampus,Offered,0,2021-09-02 00:00:00
OF000102,OL2,2025-01-19,2026-04-30,ST04658,CO4918,CL5573,Analyst,L2,,16393.0,Bangalore,OnCampus,Offered,0,2025-02-10 00:00:00
OF000103,OL3,2025-10-14,2026-12-02,ST03744,CO1867,CL1898,Software Engineer,L2,,13766.0,Bangalore,OffCampus,Accepted,0,2025-10-09 00:00:00
OF000104,OL2,2025-07-27,2026-03-15,ST05892,CO7206,CL3145,Analyst,L3,,24216.0,Mumbai,OffCampus,Joined,0,2025-02-01 00:00:00
OF000105,OL1,13-01-2020,2021-06-24,ST09789,CO6563,CL1931,Analyst,L2,,43304.0,Hyderabad,OffCampus,Offered,0,2020-10-20 00:00:00
OF000106,OL1,2021-10-05,2022-10-23,ST04521,CO3574,CL1733,Associate,L2,,40647.0,Chennai,OffCampus,Accepted,1,2021-11-19 00:00:00
OF000107,OL3,2016-03-23,2017-08-26,ST06994,CO2130,CL5682,Software Engineer,L3,,37039.0,Bangalore,OffCampus,Joined,0,2016-11-09 00:00:00
OF000108,OL3,2024-02-22,2025-09-03,ST07452,CO9154,CL7333,Software Engineer,L2,,36614.0,Hyderabad,OffCampus,Offered,0,2024-12-31 00:00:00
OF000109,OL1,2018-04-26,2019-02-25,ST05637,CO9399,CL5009,Associate,L1,,11974.0,Bangalore,OnCampus,Joined,0,2018-01-08 00:00:00
OF000110,OL2,13-01-2020,2019-01-06,ST03999,CO5924,CL7519,Analyst,L1,,10807.0,Mumbai,OffCampus,Offered,1,2018-05-12 00:00:00
OF000111,OL2,2022-09-16,2023-08-28,ST02879,CO5741,CL6057,Software Engineer,L2,,40358.0,Hyderabad,OffCampus,Offered,0,2022-12-23 00:00:00
OF000112,OL3,2025-08-15,2026-04-13,ST03731,CO3523,CL4150,Software Engineer,L1,,37981.0,Bangalore,OffCampus,Offered,0,2025-03-30 00:00:00
OF000113,OL3,2023-12-10,2024-09-04,ST07898,CO5400,CL5040,Analyst,L2,,38068.0,Hyderabad,OffCampus,Joined,1,2023-01-14 00:00:00
OF000114,OL3,2023-11-07,2024-11-08,ST01688,CO3078,CL9455,Software Engineer,L2,,12619.0,Bangalore,OnCampus,Accepted,0,2023-12-16 00:00:00
OF000115,OL2,13-01-2020,2019-09-20,ST03688,CO5637,CL6042,Analyst,L3,,19341.0,Hyderabad,OnCampus,Accepted,0,2018-09-18 00:00:00
OF000116,OL1,2018-09-24,2019-12-26,ST01521,CO5961,CL7956,Associate,L2,,22405.0,Bangalore,OnCampus,Offered,1,2018-09-30 00:00:00
OF000117,OL3,2024-06-24,2025-09-08,ST07990,CO4560,CL7690,Analyst,L1,,21196.0,Bangalore,OnCampus,Offered,0,2024-06-04 00:00:00
OF000118,OL2,2018-04-30,2019-02-16,ST06853,CO7848,CL5254,Associate,L2,,24324.0,Bangalore,OffCampus,Accepted,1,2018-12-18 00:00:00
OF000119,OL3,2023-08-15,2024-01-17,ST09666,CO4721,CL1383,Associate,L3,,18849.0,Bangalore,OffCampus,Offered,1,2023-11-28 00:00:00
OF000120,OL3,13-01-2020,2022-03-02,ST06434,CO8901,CL0955,Analyst,L3,,18715.0,Hyderabad,OffCampus,Offered,0,2021-01-21 00:00:00
OF000121,OL3,2017-04-23,2018-12-08,ST05565,CO1031,CL5383,Analyst,L1,,13897.0,Bangalore,OnCampus,Joined,1,2017-11-10 00:00:00
OF000122,OL3,2017-12-01,2018-08-12,ST02956,CO0933,CL3984,Software Engineer,L1,,47341.0,Mumbai,OnCampus,Joined,0,2017-05-08 00:00:00
OF000123,OL3,2022-11-11,2023-03-02,ST04619,CO5887,CL0307,Software Engineer,L3,,29309.0,Hyderabad,OffCampus,Joined,1,2022-04-28 00:00:00
OF000124,OL3,2018-12-22,2019-10-04,ST08652,CO4405,CL6715,Software Engineer,L1,,44709.0,Hyderabad,OnCampus,Joined,0,2018-11-19 00:00:00
OF000125,OL3,13-01-2020,2019-11-23,ST07982,CO6239,CL5123,Analyst,L2,,45921.0,Mumbai,OnCampus,Accepted,1,2018-04-14 00:00:00
OF000126,OL1,2024-07-18,2025-06-11,ST02461,CO5139,CL8940,Associate,L2,,16776.0,Bangalore,OnCampus,Accepted,0,2024-06-17 00:00:00
OF000127,OL3,2022-02-20,2023-11-17,ST01388,CO0214,CL7890,Software Engineer,L2,,20942.0,Hyderabad,OnCampus,Accepted,0,2022-04-11 00:00:00
OF000128,OL3,2020-01-28,2021-09-18,ST06721,CO7213,CL1493,Analyst,L1,,37245.0,Chennai,OnCampus,Offered,0,2020-12-27 00:00:00
OF000129,OL1,2025-10-22,2026-01-02,ST02481,CO1562,CL2358,Associate,L3,,48944.0,Hyderabad,OnCampus,Joined,0,2025-05-11 00:00:00
OF000130,OL3,13-01-2020,2018-05-23,ST02623,CO8398,CL8063,Associate,L2,,10603.0,Chennai,OffCampus,Offered,1,2017-08-16 00:00:00
OF000131,OL3,2020-05-05,2021-11-10,ST03573,CO4180,CL3279,Analyst,L3,,15835.0,Bangalore,OnCampus,Accepted,1,2020-09-17 00:00:00
OF000132,OL3,2025-02-24,2026-08-25,ST06127,CO3031,CL6583,Software Engineer,L1,,15960.0,Chennai,OffCampus,Joined,1,2025-08-09 00:00:00
OF000133,OL3,2016-09-23,2017-01-15,ST07854,CO9893,CL8069,Analyst,L3,,35777.0,Hyderabad,OnCampus,Offered,1,2016-06-23 00:00:00
OF000134,OL1,2022-05-03,2023-05-27,ST06407,CO0473,CL7171,Analyst,L3,,47971.0,Chennai,OffCampus,Offered,0,2022-05-10 00:00:00
OF000135,OL2,13-01-2020,2025-08-29,ST02738,CO3946,CL2701,Associate,L3,,33171.0,Chennai,OffCampus,Offered,0,2024-04-23 00:00:00
OF000136,OL2,2016-08-07,2017-12-01,ST04518,CO5196,CL7256,Analyst,L2,,21015.0,Chennai,OnCampus,Joined,0,2016-08-28 00:00:00
OF000137,OL3,2025-09-15,2026-11-14,ST00832,CO8435,CL1160,Analyst,L2,,40755.0,Mumbai,OffCampus,Accepted,1,2025-10-05 00:00:00
OF000138,OL1,2020-09-20,2021-06-23,ST01914,CO5813,CL0112,Analyst,L1,,18405.0,Chennai,OffCampus,Joined,0,2020-02-13 00:00:00
OF000139,OL1,2024-08-17,2025-09-05,ST09303,CO2489,CL5772,Software Engineer,L3,,49320.0,Mumbai,OnCampus,Offered,0,2024-01-08 00:00:00
OF000140,OL2,13-01-2020,2018-11-04,ST07557,CO5562,CL6702,Analyst,L2,,41114.0,Hyderabad,OnCampus,Accepted,1,2017-07-25 00:00:00
OF000141,OL2,2024-07-03,2025-06-25,ST04989,CO9282,CL1735,Analyst,L3,,39869.0,Chennai,OffCampus,Offered,1,2024-05-19 00:00:00
OF000142,OL3,2018-07-18,2019-07-09,ST02543,CO3394,CL7191,Analyst,L2,,22870.0,Bangalore,OffCampus,Joined,0,2018-09-12 00:00:00
OF000143,OL1,2022-10-01,2023-12-22,ST03734,CO7427,CL2406,Analyst,L1,,13661.0,Chennai,OnCampus,Offered,1,2022-01-09 00:00:00
OF000144,OL1,2016-03-24,2017-11-27,ST08497,CO5991,CL1235,Software Engineer,L3,,49170.0,Chennai,OffCampus,Accepted,0,2016-07-22 00:00:00
OF000145,OL2,13-01-2020,2026-12-26,ST07511,CO1673,CL0276,Associate,L1,,17770.0,Chennai,OffCampus,Accepted,1,2025-06-02 00:00:00
OF000146,OL3,2020-03-18,2021-09-20,ST01568,CO3661,CL8767,Software Engineer,L3,,10189.0,Hyderabad,OffCampus,Accepted,0,2020-09-16 00:00:00
OF000147,OL1,2017-07-29,2018-10-20,ST09070,CO1740,CL7763,Software Engineer,L2,,38856.0,Chennai,OffCampus,Joined,0,2017-02-07 00:00:00
OF000148,OL2,2022-07-07,2023-08-23,ST00452,CO7748,CL4859,Software Engineer,L2,,12908.0,Chennai,OffCampus,Accepted,0,2022-09-06 00:00:00
OF000149,OL3,2025-06-06,2026-09-06,ST05339,CO9936,CL2251,Software Engineer,L2,,30232.0,Bangalore,OnCampus,Accepted,0,2025-09-09 00:00:00
OF000150,OL2,13-01-2020,2026-05-22,ST08450,CO6053,CL9593,Analyst,L1,,32548.0,Bangalore,OffCampus,Joined,1,2025-03-14 00:00:00
OF000151,OL1,2023-10-14,2024-08-01,ST04590,CO0093,CL0573,Associate,L3,,27680.0,Mumbai,OnCampus,Joined,1,2023-01-20 00:00:00
OF000152,OL2,2017-06-02,2018-12-15,ST03973,CO7219,CL2559,Associate,L2,,20975.0,Bangalore,OffCampus,Offered,0,2017-04-26 00:00:00
OF000153,OL1,2019-03-08,2020-04-18,ST00416,CO6678,CL1190,Associate,L1,,12400.0,Chennai,OffCampus,Joined,0,2019-05-15 00:00:00
OF000154,OL3,2021-06-05,2022-08-10,ST06196,CO5468,CL3091,Associate,L3,,18795.0,Chennai,OnCampus,Offered,0,2021-08-12 00:00:00
OF000155,OL1,13-01-2020,2020-12-12,ST09075,CO1128,CL5272,Associate,L3,,43680.0,Hyderabad,OnCampus,Accepted,0,2019-08-09 00:00:00
OF000156,OL1,2023-01-02,2024-04-25,ST09017,CO4347,CL9734,Software Engineer,L2,,22289.0,Chennai,OnCampus,Joined,1,2023-09-08 00:00:00
OF000157,OL3,2024-07-13,2025-10-27,ST06157,CO7461,CL4523,Associate,L1,,45159.0,Hyderabad,OnCampus,Accepted,0,2024-04-09 00:00:00
OF000158,OL3,2020-05-10,2021-06-12,ST03893,CO4099,CL6197,Software Engineer,L1,,43207.0,Chennai,OffCampus,Offered,0,2020-04-22 00:00:00
OF000159,OL2,2016-07-24,2017-08-07,ST00919,CO9107,CL8988,Associate,L1,,38512.0,Hyderabad,OffCampus,Offered,0,2016-09-10 00:00:00
OF000160,OL2,13-01-2020,2023-04-25,ST04622,CO7900,CL7435,Analyst,L2,,16090.0,Bangalore,OffCampus,Joined,0,2022-04-26 00:00:00
OF000161,OL3,2024-03-13,2025-08-30,ST03185,CO7924,CL7400,Software Engineer,L3,,43846.0,Chennai,OffCampus,Joined,1,2024-11-22 00:00:00
OF000162,OL1,2016-12-13,2017-06-27,ST04418,CO4200,CL7314,Analyst,L1,,39114.0,Bangalore,OffCampus,Offered,0,2016-06-23 00:00:00
